oligo	XR029	XR030	XR031	XR032	XR034	XR035	XR036	XR037	group
SIN3A@10918	514	559	15	65	833	892	224	893	test
SIN3A@10919	148	815	126	7	109	1	3	99	test
SIN3A@10920	3	2	0	1	1	5	1	0	test
SIN3A@10921	430	617	214	30	628	2144	598	76	test
SIN3A@10922	1928	889	96	13	228	756	357	524	test
SIN3A@10923	0	0	0	0	0	0	0	0	test
SIN3A@10924	477	33	59	55	250	1057	540	63	test
SIN3A@10925	702	588	131	20	884	877	2	42	test
SIN3A@10926	4	201	11	0	205	480	0	0	test
SIN3A@10927	76	738	21	3	4	797	496	39	test
SIN3A@10928	380	762	43	25	39	971	186	180	test
SIN3A@10929	524	756	81	26	68	8	5	177	test
SIN3A@10930	590	970	504	600	611	269	466	273	test
SIN3A@10931	852	1079	251	213	497	1212	298	592	test
SIN3A@10932	293	245	36	5	616	1121	761	449	test
SIN3A@10933	38	237	202	28	19	16	3	186	test
SIN3A@10934	126	626	35	21	20	587	19	195	test
SIN3A@10935	2833	1388	1743	1822	2443	886	718	1163	test
SIN3A@10936	117	245	13	6	9	3	0	27	test
SIN3A@10937	890	167	797	686	922	769	69	56	test
SIN3A@10938	1273	1706	663	257	505	1354	873	480	test
SIN3A@10939	569	1123	114	19	326	2038	261	125	test
SIN3A@10940	744	890	81	113	541	1105	180	323	test
SIN3A@10941	0	0	0	0	0	0	0	0	test
SIN3A@10942	311	400	95	58	159	840	317	751	test
SIN3A@10943	914	444	706	770	1176	1381	1065	367	test
SIN3A@10944	327	352	68	8	719	383	82	14	test
SIN3A@10945	255	306	30	27	341	359	1309	284	test
SIN3A@10946	308	242	188	6	641	519	452	276	test
SIN3A@10947	624	175	87	20	53	892	213	13	test
SIN3A@10948	585	326	65	4	100	296	224	23	test
SIN3A@10949	35	392	92	13	4	12	145	0	test
SIN3A@10950	304	943	120	33	22	6	972	252	test
SIN3A@10951	1	0	30	10	0	0	84	8	test
SIN3A@10952	19	423	12	19	79	950	4243	168	test
SIN3A@10953	156	551	222	58	430	670	217	170	test
SIN3A@10954	106	7	1	0	0	0	0	3	test
SIN3A@10955	489	272	31	20	541	713	408	175	test
SIN3A@10956	474	657	29	32	41	577	1038	273	test
SIN3A@10957	1756	920	1038	1127	2138	527	642	105	test
SIN3A@10958	746	246	551	610	1300	787	416	84	test
SIN3A@10959	2482	1040	984	902	1298	1298	1069	2135	test
SIN3A@10960	0	192	5	2	281	2	0	0	test
SIN3A@10961	46	634	154	26	8	609	8	661	test
SIN3A@10962	834	785	25	31	21	1296	211	44	test
SIN3A@10963	1282	1335	696	763	1681	1345	249	408	test
SIN3A@10964	1561	1179	173	86	444	1211	152	316	test
SIN3A@10965	983	1526	175	23	30	591	13	294	test
SIN3A@10966	297	410	44	5	897	1219	4	26	test
SIN3A@10967	1	1	0	0	0	2	0	0	test
SIN3A@10968	742	670	323	18	607	1287	383	288	test
SIN3A@10969	121	995	217	199	1559	1042	490	715	test
SIN3A@10970	487	1080	132	32	10	1063	6	647	test
SIN3A@10971	448	2065	421	52	1190	2478	23	40	test
SIN3A@10972	434	266	417	429	1216	1002	180	168	test
SIN3A@10973	294	664	180	135	540	1845	39	38	test
SIN3A@10974	306	993	63	34	620	830	264	344	test
SIN3A@10975	2472	712	1576	1439	2514	1289	166	485	test
SIN3A@10976	8	210	8	11	110	3	0	3	test
SIN3A@10977	518	129	112	5	536	448	1255	73	test
SIN3A@10978	20	1052	68	24	4	583	471	301	test
SIN3A@10979	378	364	23	16	235	293	7	101	test
SIN3A@10980	417	314	304	427	417	177	32	22	test
SIN3A@10981	157	275	17	22	6	267	439	288	test
SIN3A@10982	1058	1582	75	7	394	920	451	34	test
SIN3A@10983	94	15	5	0	0	0	1	13	test
SIN3A@10984	481	298	22	18	285	434	9	258	test
SIN3A@10985	295	291	54	21	473	15	10	225	test
SIN3A@10986	446	576	275	46	329	19	9	214	test
SIN3A@10987	0	3	1	0	1	297	662	677	test
SIN3A@10988	628	514	345	319	729	1275	527	213	test
SIN3A@10989	101	239	4	0	48	397	179	917	test
SIN3A@10990	133	21	1	9	461	15	504	24	test
SIN3A@10991	431	422	84	48	197	389	1695	321	test
SIN3A@10992	1868	1213	1335	1629	2618	1591	1023	215	test
SIN3A@10993	4149	2215	2351	2484	3176	2254	1003	584	test
SIN3A@10994	794	1361	238	33	232	12	452	500	test
SIN3A@10995	0	0	4	0	0	0	224	26	test
SIN3A@10996	327	561	302	296	280	127	22	9	test
SIN3A@10997	248	586	22	4	353	822	98	53	test
SIN3A@10998	2020	804	691	822	2014	2530	106	214	test
SIN3A@10999	202	333	63	9	0	0	1	242	test
SIN3A@11000	296	634	369	309	347	140	791	356	test
SIN3A@11001	145	108	110	139	243	685	19	8	test
SIN3A@11002	0	3	116	1	0	325	174	102	test
SIN3A@11003	3005	1394	1350	1497	2906	1295	691	182	test
SIN3A@11004	69	231	193	23	239	11	314	1420	test
SIN3A@11005	1140	664	854	352	525	1028	450	87	test
SIN3A@11006	3	4	4	0	62	2	2	10	test
SIN3A@11007	801	634	348	42	156	2173	374	101	test
SIN3A@11008	694	252	168	55	9	492	7	22	test
SIN3A@11009	659	475	93	13	232	11	76	43	test
SIN3A@11010	118	19	4	1	296	3	652	42	test
SIN3A@11011	0	5	0	9	0	367	263	21	test
SIN3A@11012	140	24	4	3	258	5	0	267	test
SIN3A@11013	237	408	251	47	298	12	0	11	test
SIN3A@11014	229	1164	105	53	322	870	322	340	test
SIN3A@11015	256	21	0	0	0	1	0	203	test
SIN3A@11016	261	210	240	288	553	121	206	224	test
SIN3A@11017	621	255	285	312	501	163	127	702	test
SIN3A@11018	660	85	13	9	1	577	2	271	test
SIN3A@11019	53	5	3	4	2	860	12	8	test
SIN3A@11020	1544	442	683	720	833	1271	59	138	test
SIN3A@11021	0	168	7	12	3	489	461	23	test
SIN3A@11022	368	241	1	0	537	20	0	0	test
SIN3A@11023	381	418	17	6	1	0	2	68	test
SIN3A@11024	8	275	8	13	171	5	521	33	test
SIN3A@11025	0	136	5	0	0	1	0	0	test
SIN3A@11026	399	291	3	3	619	700	6	225	test
SIN3A@11027	3	11	41	12	266	425	0	14	test
SIN3A@11028	0	0	0	0	0	0	105	3	test
SIN3A@11029	1016	2228	418	316	616	1029	148	1294	test
SIN3A@11030	670	1166	260	273	1208	478	541	602	test
SIN3A@11031	15	41	23	19	276	902	10	702	test
SIN3A@11032	1645	1100	813	808	1401	555	165	76	test
SIN3A@11033	286	38	36	5	387	20	0	28	test
SIN3A@11034	2132	1653	677	853	1836	2880	480	1250	test
SIN3A@11035	1016	854	101	29	368	1015	386	682	test
SIN3A@11036	391	660	68	6	510	883	797	200	test
SIN3A@11037	416	604	37	18	292	580	10	563	test
SIN3A@11038	418	1516	308	280	1467	2152	290	90	test
SIN3A@11039	131	878	23	48	12	411	235	46	test
SIN3A@11040	334	456	177	9	131	1	2	31	test
SIN3A@11041	1279	2000	640	618	1646	280	273	84	test
SIN3A@11042	28	43	52	4	318	260	110	222	test
SIN3A@11043	618	1337	218	52	899	25	166	44	test
SIN3A@11044	1	7	2	0	153	631	14	14	test
SIN3A@11045	2062	1180	1224	1166	1750	1709	95	357	test
SIN3A@11046	10	467	145	22	147	11	4	462	test
SIN3A@11047	1173	956	883	261	539	1277	420	1679	test
SIN3A@11048	1219	905	374	412	573	687	45	572	test
SIN3A@11049	411	571	23	42	11	10	795	256	test
SIN3A@11050	684	530	9	2	262	397	2	16	test
SIN3A@11051	2	3	0	1	19	510	3	25	test
SIN3A@11052	328	574	19	58	5	13	0	7	test
SIN3A@11053	736	2035	110	51	730	18	8	66	test
SIN3A@11054	369	41	17	11	605	1728	227	629	test
SIN3A@11055	8	246	112	36	3	718	3	755	test
SIN3A@11056	81	1281	35	31	710	33	211	242	test
SIN3A@11057	979	721	143	28	683	407	971	645	test
SIN3A@11058	275	622	40	26	434	23	457	364	test
SIN3A@11059	1403	3583	609	518	2330	3570	458	641	test
SIN3A@11060	1990	651	810	847	1114	412	206	417	test
SIN3A@11061	46	703	121	36	156	531	98	179	test
SIN3A@11062	0	1	2	3	79	1187	537	48	test
SIN3A@11063	420	28	8	1	5	428	275	96	test
SIN3A@11064	137	289	38	27	0	0	211	292	test
SIN3A@11065	154	401	112	20	330	1189	106	35	test
SIN3A@11066	1184	1049	824	935	1470	641	222	273	test
SIN3A@11067	3	11	3	14	77	2	174	25	test
SIN3A@11068	18	166	88	59	387	7	520	222	test
SIN3A@11069	4	321	4	0	788	1892	17	4	test
SIN3A@11070	0	0	0	0	0	2	0	0	test
SIN3A@11071	724	1696	193	25	346	1561	10	40	test
SIN3A@11072	572	316	608	33	91	374	1	46	test
SIN3A@11073	1345	2423	547	494	1554	2105	988	628	test
SIN3A@11074	312	464	66	6	1014	227	109	39	test
SIN3A@11075	1591	1014	134	43	943	1659	367	79	test
SIN3A@11076	61	3	0	0	362	393	404	29	test
SIN3A@11077	0	656	22	1	6	454	388	1741	test
SIN3A@11078	0	1	4	13	128	481	0	27	test
SIN3A@11079	662	1774	194	17	64	6	3	34	test
SIN3A@11080	33	422	271	19	1343	1922	831	75	test
SIN3A@11081	1802	810	1045	1116	2123	2191	211	232	test
SIN3A@11082	225	16	174	3	279	6	226	202	test
SIN3A@11083	77	4	7	7	7	623	6	498	test
SIN3A@11084	314	41	5	1	63	784	1018	965	test
SIN3A@11085	0	152	6	0	734	820	288	441	test
SIN3A@11086	1412	1967	505	699	1323	1838	1034	1146	test
SIN3A@11087	585	652	147	7	474	2436	39	23	test
SIN3A@11088	392	1253	143	35	1143	1251	543	296	test
SIN3A@11089	82	11	4	28	81	811	11	4	test
SIN3A@11090	3312	2012	928	770	1875	3759	2033	1924	test
SIN3A@11091	2258	857	838	854	1783	2180	85	151	test
SIN3A@11092	491	1042	48	57	388	2280	315	165	test
SIN3A@11093	0	105	5	5	0	5	0	0	test
SIN3A@11094	1431	1058	223	32	899	2801	282	575	test
SIN3A@11095	3898	2427	1903	2140	3771	1546	559	2149	test
SIN3A@11096	1420	1558	496	439	1570	2181	883	396	test
SIN3A@11097	718	825	74	13	515	1458	391	299	test
SIN3A@11098	392	29	10	35	9	640	141	109	test
SIN3A@11099	275	699	83	41	488	853	416	41	test
SIN3A@11100	95	191	53	1	250	521	2	65	test
SIN3A@11101	540	972	283	157	245	539	31	288	test
SIN3A@11102	213	391	132	41	1255	1520	817	256	test
SIN3A@11103	2816	1766	1483	1743	2330	1967	176	169	test
SIN3A@11104	2	4	3	6	0	0	0	3	test
SIN3A@11105	250	174	10	13	768	35	2	39	test
SIN3A@11106	1	2	0	0	0	0	0	0	test
SIN3A@11107	580	286	309	334	662	503	51	432	test
SIN3A@11108	491	860	153	20	1962	74	975	752	test
SIN3A@11109	428	1057	93	20	535	297	108	834	test
SIN3A@11110	1501	1463	893	114	548	1502	583	983	test
SIN3A@11111	90	526	63	3	113	671	16	54	test
SIN3A@11112	2	586	13	12	1	0	664	1726	test
SIN3A@11113	0	0	0	12	0	0	0	0	test
SIN3A@11114	281	482	73	24	357	358	251	389	test
SIN3A@11115	81	797	35	31	441	946	2068	130	test
SIN3A@11116	314	322	24	16	335	950	118	522	test
SIN3A@11117	1281	1371	149	35	302	1887	197	64	test
SIN3A@11118	28	693	59	37	305	19	7	616	test
SIN3A@11119	141	958	47	36	841	2988	358	582	test
SIN3A@11120	667	623	347	259	302	645	22	491	test
SIN3A@11121	6	195	5	18	14	431	16	601	test
SIN3A@11122	0	0	0	0	0	0	0	0	test
SIN3A@11123	44	393	4	29	228	282	5	67	test
SIN3A@11124	206	311	72	23	565	854	13	230	test
SIN3A@11125	481	381	207	4	275	8	437	892	test
SIN3A@11126	1434	1216	1135	981	1909	1298	611	919	test
SIN3A@11127	117	337	4	0	18	948	10	22	test
SIN3A@11128	209	273	17	24	361	483	11	763	test
SIN3A@11129	357	999	16	24	112	1991	405	1463	test
SIN3A@11130	0	0	2	0	0	385	274	12	test
SIN3A@11131	589	1567	108	76	145	94	1266	328	test
SIN3A@11132	50	581	95	31	555	559	103	224	test
SIN3A@11133	10	335	10	39	294	6	1	55	test
SIN3A@11134	412	268	349	371	339	1302	173	128	test
SIN3A@11135	284	824	105	31	324	12	276	17	test
SIN3A@11136	59	1035	357	75	774	37	5	180	test
SIN3A@11137	626	449	302	31	410	1658	694	39	test
SIN3A@11138	201	958	145	8	402	23	1	226	test
SIN3A@11139	1429	2360	493	327	922	1664	31	50	test
SIN3A@11140	216	236	34	0	260	1339	859	218	test
SIN3A@11141	872	815	500	385	881	1505	594	70	test
SIN3A@11142	15	39	36	13	15	657	156	74	test
SIN3A@11143	4	240	5	2	57	2	0	8	test
SIN3A@11144	390	1558	51	30	524	20	6	110	test
SIN3A@11145	285	521	16	0	8	562	348	211	test
SIN3A@11146	448	908	29	4	400	723	428	43	test
SIN3A@11147	13	344	10	2	62	2	130	33	test
SIN3A@11148	248	810	27	4	355	319	1309	1096	test
SIN3A@11149	44	82	191	32	464	23	757	478	test
SIN3A@11150	697	259	241	240	486	286	460	82	test
SIN3A@11151	109	26	0	1	702	89	76	983	test
SIN3A@11152	927	172	510	587	1189	593	519	96	test
SIN3A@11153	276	405	29	44	166	299	543	335	test
SIN3A@11154	832	893	169	62	333	1055	512	503	test
SIN3A@11155	957	1689	470	384	343	422	24	554	test
SIN3A@11156	1196	835	94	15	28	3	157	35	test
SIN3A@11157	420	736	140	15	1171	832	478	797	test
SIN3A@11158	466	371	27	48	353	19	400	367	test
SIN3A@11159	0	386	14	0	212	4	1	224	test
SIN3A@11160	202	529	21	2	303	10	178	12	test
SIN3A@11161	978	481	634	671	839	776	200	194	test
SIN3A@11162	10	2	0	1	6	2	100	287	test
SIN3A@11163	542	1691	149	6	58	698	10	228	test
SIN3A@11164	501	708	175	53	55	402	124	401	test
SIN3A@11165	141	441	17	10	238	990	375	442	test
SIN3A@11166	1438	930	886	936	1532	2283	1302	415	test
SIN3A@11167	398	488	207	17	324	435	543	60	test
SIN3A@11168	314	845	208	7	283	10	506	42	test
SIN3A@11169	2011	1156	1288	1190	1906	3547	347	486	test
SIN3A@11170	616	293	12	12	308	441	458	299	test
SIN3A@11171	438	560	391	368	736	615	42	138	test
SIN3A@11172	456	396	72	25	6	850	291	10	test
SIN3A@11173	2688	1922	1206	716	1640	496	1697	381	test
SIN3A@11174	1124	919	658	662	1321	259	309	76	test
SIN3A@11175	83	5	6	1	0	0	282	282	test
SIN3A@11176	277	2006	50	60	354	237	677	43	test
SIN3A@11177	10	5	1	3	5	3	1	0	test
SIN3A@11178	2	0	0	0	2	0	0	0	test
SIN3A@11179	317	404	283	85	346	759	399	373	test
SIN3A@11180	1905	2476	1131	100	1120	2434	730	5162	test
SIN3A@11181	160	468	91	74	447	23	601	417	test
SIN3A@11182	41	49	26	32	250	23	6	171	test
SIN3A@11183	111	24	39	12	254	8	5	983	test
SIN3A@11184	110	338	116	0	2	1214	5	10	test
SIN3A@11185	311	15	75	12	0	0	207	28	test
SIN3A@11186	122	30	10	16	242	804	171	377	test
SIN3A@11187	1598	623	271	266	425	117	32	350	test
SIN3A@11188	544	774	55	4	1099	1669	322	365	test
SIN3A@11189	2	12	8	5	2	1	2	51	test
SIN3A@11190	1408	3640	1141	600	3393	3059	469	1125	test
SIN3A@11191	906	1355	514	657	2549	965	271	130	test
SIN3A@11192	296	121	19	19	3	3	2	101	test
SIN3A@11193	455	1097	105	55	743	1054	590	577	test
SIN3A@11194	1663	1532	638	364	977	613	539	68	test
SIN3A@11195	318	517	20	22	460	597	170	15	test
SIN3A@11196	292	63	17	41	374	691	10	986	test
SIN3A@11197	1540	616	31	60	98	9	272	1168	test
SIN3A@11198	41	98	33	0	21	38	2	19	test
SIN3A@11199	3154	3356	1294	907	5591	5372	1357	183	test
SIN3A@11200	881	385	205	51	466	900	253	164	test
SIN3A@11201	2314	4317	951	700	2204	3232	3492	1298	test
SIN3A@11202	2011	2606	320	110	2039	1359	1309	625	test
SIN3A@11203	179	905	21	18	19	746	476	27	test
SIN3A@11204	953	1090	263	45	897	33	245	122	test
SIN3A@11205	999	980	388	70	506	2156	703	1227	test
SIN3A@11206	7	224	7	0	67	448	166	2249	test
SIN3A@11207	16	1256	45	5	71	1511	1338	1186	test
SIN3A@11208	2894	3117	646	132	986	6207	1464	1714	test
SIN3A@11209	1627	2113	652	391	896	2215	2156	2109	test
SIN3A@11210	253	345	52	28	443	1986	574	1036	test
SIN3A@11211	2544	1576	214	74	434	1330	354	1243	test
SIN3A@11212	985	227	237	38	678	591	39	27	test
SIN3A@11213	22	833	32	17	43	309	499	48	test
SIN3A@11214	686	242	6	3	186	66	0	46	test
SIN3A@11215	1236	1363	342	17	599	3689	2529	167	test
SIN3A@11216	319	785	60	38	734	1378	983	2662	test
SIN3A@11217	1577	2927	310	154	1233	4227	799	548	test
SIN3A@11218	1320	933	595	537	1096	666	1000	790	test
SIN3A@11219	1581	1781	974	870	1818	1257	225	357	test
SIN3A@11220	87	502	619	35	330	911	1167	672	test
SIN3A@11221	690	496	100	16	347	1354	437	419	test
SIN3A@11222	1494	2203	530	314	1852	2049	1460	317	test
SIN3A@11223	1289	1943	334	234	1328	1511	1399	2265	test
SIN3A@11224	237	324	30	4	414	490	314	311	test
SIN3A@11225	389	534	71	9	67	382	625	267	test
SIN3A@11226	701	897	23	42	336	286	416	333	test
SIN3A@11227	1753	1707	575	446	850	1261	419	157	test
SIN3A@11228	5466	4551	2888	2929	4158	4133	950	1186	test
SIN3A@11229	698	1691	372	37	212	2068	279	748	test
SIN3A@11230	2	0	0	20	4	387	0	0	test
SIN3A@11231	2472	2898	919	411	2103	2220	1704	2101	test
SIN3A@11232	122	24	1	3	352	7	253	25	test
SIN3A@11233	107	236	178	13	655	213	391	43	test
SIN3A@11234	532	224	17	16	113	871	175	164	test
SIN3A@11235	1066	1100	350	370	1029	1191	542	625	test
SIN3A@11236	1942	1385	593	322	1038	1641	1918	356	test
SIN3A@11237	1852	1025	1132	804	2153	2148	591	190	test
SIN3A@11238	996	1330	170	4	595	453	227	347	test
SIN3A@11239	121	580	86	14	104	465	2	369	test
SIN3A@11240	792	980	190	236	910	1825	880	267	test
SIN3A@11241	1050	1863	374	403	1534	1510	991	181	test
SIN3A@11242	520	265	96	68	539	15	553	44	test
SIN3A@11243	901	1093	228	50	1275	1062	735	311	test
SIN3A@11244	493	1207	174	72	1042	52	664	503	test
SIN3A@11245	268	472	336	66	77	820	373	14	test
SIN3A@11246	896	545	96	33	531	2430	464	397	test
SIN3A@11247	495	1646	345	13	293	2075	501	521	test
SIN3A@11248	1972	325	803	1017	1027	1143	552	153	test
SIN3A@11249	237	423	78	2	267	406	215	329	test
SIN3A@11250	162	23	4	2	453	585	257	125	test
SIN3A@11251	1650	947	1479	560	2127	1764	359	1201	test
SIN3A@11252	1640	3068	511	52	495	20	1489	592	test
SIN3A@11253	371	73	33	15	290	18	0	268	test
SIN3A@11254	928	909	63	18	413	576	12	17	test
SIN3A@11255	164	1466	208	42	445	385	260	517	test
SIN3A@11256	298	458	46	5	55	1211	930	61	test
SIN3A@11257	682	1545	238	54	665	1593	12	259	test
SIN3A@11258	404	574	84	42	376	1078	4	32	test
SIN3A@11259	562	272	22	4	260	2148	28	36	test
SIN3A@11260	529	549	347	284	449	162	22	221	test
SIN3A@11261	361	890	23	65	673	673	443	1303	test
SIN3A@11262	1080	549	284	334	444	232	559	339	test
SIN3A@11263	1480	744	962	1040	1572	668	84	57	test
SIN3A@11264	1816	1360	895	938	1553	824	109	282	test
SIN3A@11265	164	144	2	0	77	0	234	85	test
SIN3A@11266	764	335	227	26	172	1452	15	162	test
SIN3A@11267	227	716	177	174	295	82	13	468	test
SIN3A@11268	0	0	0	0	0	0	0	0	test
SIN3A@11269	1776	1096	292	182	696	2190	29	254	test
SIN3A@11270	0	0	0	0	0	0	0	1	test
SIN3A@11271	235	899	371	22	228	911	141	1199	test
SIN3A@11272	37	289	76	23	86	13	6	374	test
SIN3A@11273	1	7	3	12	286	1152	239	126	test
SIN3A@11274	500	540	329	426	950	618	570	533	test
SIN3A@11275	34	772	52	49	75	1284	29	157	test
SIN3A@11276	8	5	5	6	164	439	0	24	test
SIN3A@11277	144	431	4	6	45	374	5	9	test
SIN3A@11278	462	558	56	18	101	781	553	558	test
SIN3A@11279	1296	2972	558	464	891	1380	746	568	test
SIN3A@11280	20	40	29	41	24	376	465	559	test
SIN3A@11281	404	793	168	72	278	1965	238	305	test
SIN3A@11282	1376	2875	745	508	685	1537	623	796	test
SIN3A@11283	744	506	816	578	1273	2427	98	1451	test
SIN3A@11284	489	362	313	11	285	482	280	249	test
SIN3A@11285	136	233	29	19	0	0	0	239	test
SIN3A@11286	1190	2189	207	153	155	3078	799	2372	test
SIN3A@11287	5	15	125	25	4	718	5	24	test
SIN3A@11288	1049	1168	174	17	112	256	356	39	test
SIN3A@11289	382	57	190	3	180	6	262	817	test
SIN3A@11290	285	1026	178	18	514	961	13	499	test
SIN3A@11291	127	270	4	11	362	485	3	12	test
SIN3A@11292	1043	146	714	753	1053	331	299	81	test
SIN3A@11293	106	20	6	1	260	18	585	272	test
SIN3A@11294	947	1519	202	24	100	922	115	38	test
SIN3A@11295	789	153	498	619	784	936	295	355	test
SIN3A@11296	90	332	10	13	257	413	171	25	test
SIN3A@11297	508	58	304	29	48	847	237	43	test
SIN3A@11298	144	673	50	39	283	24	1509	343	test
SIN3A@11299	18	388	229	4	1	380	416	665	test
SIN3A@11300	600	1019	90	17	447	710	400	1351	test
SIN3A@11301	807	859	267	20	72	1069	313	48	test
SIN3A@11302	582	1479	207	196	806	513	13	38	test
SIN3A@11303	119	223	64	0	66	1326	5	254	test
SIN3A@11304	29	47	27	20	54	447	527	350	test
SIN3A@11305	1408	1245	168	84	1126	511	1496	612	test
SIN3A@11306	647	1430	475	20	69	494	4	52	test
SIN3A@11307	2810	4318	520	389	1233	1636	2021	1554	test
SIN3A@11308	196	173	337	201	559	1646	165	377	test
SIN3A@11309	0	0	51	0	0	0	0	0	test
SIN3A@11310	234	356	279	192	295	80	28	46	test
SIN3A@11311	750	891	42	18	24	401	401	394	test
SIN3A@11312	38	305	95	57	218	291	1	136	test
SIN3A@11313	486	312	10	2	234	6	205	251	test
SIN3A@11314	154	129	94	130	369	405	8	38	test
SIN3A@11315	396	251	499	299	293	308	1259	443	test
SIN3A@11316	77	10	150	57	346	657	807	22	test
SIN3A@11317	809	664	167	51	719	1407	124	823	test
SIN3A@11318	38	8	2	0	2	687	139	120	test
SIN3A@11319	467	74	9	17	87	837	251	50	test
SIN3A@11320	1281	1361	663	825	2288	364	1499	320	test
SIN3A@11321	22	8	58	9	115	466	199	790	test
SIN3A@11322	6139	5614	2283	2125	5094	7269	1805	1460	test
SIN3A@11323	970	1288	559	641	1523	948	315	135	test
SIN3A@11324	636	803	25	58	18	779	212	660	test
SIN3A@11325	438	751	336	42	1205	366	9	466	test
SIN3A@11326	735	1120	156	29	661	387	233	35	test
SIN3A@11327	2169	1255	782	802	1038	793	537	209	test
SIN3A@11328	75	69	74	25	405	315	9	185	test
SIN3A@11329	475	338	65	18	299	1322	419	349	test
SIN3A@11330	91	279	11	8	412	1449	224	73	test
SIN3A@11331	572	826	76	2	2	384	771	3816	test
SIN3A@11332	1325	692	765	848	1032	919	74	79	test
SIN3A@11333	2239	1488	825	879	1256	957	413	577	test
SIN3A@11334	0	1	0	0	0	0	0	0	test
SIN3A@11335	536	375	13	14	377	174	169	65	test
SIN3A@11336	252	347	174	47	466	33	3441	343	test
SIN3A@11337	387	585	6	2	90	2	692	34	test
SIN3A@11338	255	282	13	7	588	780	1	0	test
SIN3A@11339	1733	1740	468	557	1943	1434	581	1882	test
SIN3A@11340	883	760	75	46	620	545	535	458	test
SIN3A@11341	272	1358	145	17	469	696	317	28	test
SIN3A@11342	683	793	91	36	409	866	503	2199	test
SIN3A@11343	1222	778	482	586	1729	1200	257	226	test
SIN3A@11344	50	494	185	35	66	547	11	224	test
SIN3A@11345	487	34	5	12	312	8	0	27	test
SIN3A@11346	3	1	3	123	358	431	4	0	test
SIN3A@11347	573	964	363	350	306	380	247	54	test
SIN3A@11348	1789	1030	1137	1076	1807	551	366	987	test
SIN3A@11349	399	299	327	394	423	614	33	240	test
SIN3A@11350	1920	2026	700	557	1725	1264	833	133	test
SIN3A@11351	0	0	0	0	1	1	0	0	test
SIN3A@11352	128	479	159	61	406	8	1184	457	test
SIN3A@11353	375	809	296	16	462	1420	213	605	test
SIN3A@11354	502	1068	32	0	50	0	0	33	test
SIN3A@11355	492	1643	216	69	231	433	116	15	test
SIN3A@11356	1411	654	479	531	738	608	504	302	test
SIN3A@11357	879	3032	764	54	1249	1995	1088	117	test
SIN3A@11358	115	220	31	15	13	902	161	19	test
SIN3A@11359	484	2077	372	74	1171	1316	347	208	test
SIN3A@11360	12	320	24	9	7	214	1010	119	test
SIN3A@11361	357	719	44	48	111	666	179	625	test
SIN3A@11362	382	970	55	21	220	948	431	167	test
SIN3A@11363	974	743	102	47	49	0	219	210	test
SIN3A@11364	883	376	91	25	453	9	330	57	test
SIN3A@11365	918	233	46	36	930	984	366	468	test
SIN3A@11366	1	3	0	0	0	0	0	0	test
SIN3A@11367	81	244	23	10	854	1625	30	219	test
SIN3A@11368	172	39	24	49	176	1345	931	104	test
SIN3A@11369	1036	1691	630	319	438	787	39	372	test
SIN3A@11370	895	367	23	11	17	217	2	73	test
SIN3A@11371	1351	900	753	933	1875	864	89	306	test
SIN3A@11372	288	527	192	26	156	1047	490	1115	test
SIN3A@11373	622	456	77	54	884	27	0	65	test
SIN3A@11374	221	414	204	18	110	1839	248	391	test
SIN3A@11375	161	426	18	5	158	193	3	6	test
SIN3A@11376	713	2169	343	350	2213	1400	499	85	test
SIN3A@11377	33	247	130	21	992	42	4	216	test
SIN3A@11378	891	1148	68	26	482	508	287	372	test
SIN3A@11379	627	663	90	73	702	1209	950	447	test
SIN3A@11380	374	265	9	0	641	16	0	97	test
SIN3A@11381	712	750	33	22	375	1335	15	329	test
SIN3A@11382	57	416	41	31	284	740	161	287	test
SIN3A@11383	677	639	97	10	444	890	11	477	test
SIN3A@11384	1007	2002	89	54	11	4	217	48	test
SIN3A@11385	1379	1203	153	21	143	1954	512	532	test
SIN3A@11386	371	514	542	325	733	1452	593	99	test
SIN3A@11387	617	328	220	45	78	10	216	357	test
SIN3A@11388	12	798	34	53	326	1391	21	15	test
SIN3A@11389	1400	493	658	707	1643	1028	222	106	test
SIN3A@11390	574	333	15	0	61	563	6	11	test
SIN3A@11391	2	2	0	0	0	0	0	2	test
SIN3A@11392	180	959	174	41	158	2828	535	681	test
SIN3A@11393	357	555	301	356	350	149	24	202	test
SIN3A@11394	816	943	31	44	547	289	114	32	test
SIN3A@11395	21	446	8	3	0	312	6	1	test
SIN3A@11396	748	1374	77	38	83	1567	246	465	test
SIN3A@11397	822	1924	500	428	560	543	37	68	test
SIN3A@11398	16	527	133	2	822	36	608	40	test
SIN3A@11399	1036	1018	37	12	503	13	229	502	test
SIN3A@11400	2	749	19	32	0	1	8	1405	test
SIN3A@11401	979	994	61	47	307	1026	6	1692	test
SIN3A@11402	218	625	211	19	29	1457	1039	544	test
SIN3A@11403	0	2	6	18	360	408	3	247	test
SIN3A@11404	419	273	116	20	74	15	897	1013	test
SIN3A@11405	43	18	106	9	1264	999	12	51	test
SIN3A@11406	1941	1234	955	934	1477	762	66	504	test
SIN3A@11407	401	917	114	42	445	335	460	55	test
SIN3A@11408	117	572	11	5	1	0	105	234	test
SIN3A@11409	0	3	2	1	240	9	2	0	test
SIN3A@11410	1996	1473	814	781	1443	1690	1721	213	test
SIN3A@11411	75	18	8	57	59	438	2	14	test
SIN3A@11412	900	673	61	39	32	835	170	391	test
