S1.sgName	S1.Unsorted	S2.Unsorted	S1.GnMp	S2.GnMp	S1.GpMn	S2.GpMn	status.sox2
Sox2-hU6@23007	918	1460	1792	1203	556	1318	test
Sox2-hU6@23008	174	102	241	83	151	285	test
Sox2-hU6@23009	133	233	212	42	74	115	test
Sox2-hU6@23010	397	441	457	269	207	650	test
Sox2-hU6@23011	183	657	584	345	146	335	test
Sox2-hU6@23012	53	110	31	4	23	66	test
Sox2-hU6@23013	18	32	27	55	0	83	test
Sox2-hU6@23014	718	1093	1730	873	577	1160	test
Sox2-hU6@23015	248	608	324	180	217	269	test
Sox2-hU6@23016	555	693	650	415	417	581	test
Sox2-hU6@23017	642	649	710	386	322	374	test
Sox2-hU6@23018	283	413	675	340	211	397	test
Sox2-hU6@23019	64	78	78	52	10	64	test
Sox2-hU6@23020	34	12	100	21	2	39	test
Sox2-hU6@23021	554	570	870	417	512	473	test
Sox2-hU6@23022	141	131	239	119	75	304	test
Sox2-hU6@23023	675	1296	1087	473	352	636	test
Sox2-hU6@23024	463	357	568	420	240	526	test
Sox2-hU6@23025	412	278	492	240	308	251	test
Sox2-hU6@23026	103	52	267	157	67	178	test
Sox2-hU6@23027	34	22	41	17	29	46	test
Sox2-hU6@23028	823	885	1045	428	507	794	test
Sox2-hU6@23029	97	85	128	20	84	70	test
Sox2-hU6@23030	392	552	760	301	270	406	test
Sox2-hU6@23031	466	561	736	364	256	326	test
Sox2-hU6@23032	355	354	358	264	163	414	test
Sox2-hU6@23033	320	144	325	85	249	87	test
Sox2-hU6@23034	400	443	679	353	178	295	test
Sox2-hU6@23035	552	747	789	609	334	616	test
Sox2-hU6@23036	169	666	420	249	132	225	test
Sox2-hU6@23037	424	371	519	210	268	218	test
Sox2-hU6@23038	733	523	1017	239	642	595	test
Sox2-hU6@23039	172	196	460	191	172	194	test
Sox2-hU6@23040	980	796	888	336	607	710	test
Sox2-hU6@23041	233	346	347	122	50	305	test
Sox2-hU6@23042	300	535	452	215	133	344	test
Sox2-hU6@23043	374	303	397	192	181	372	test
Sox2-hU6@23044	378	251	649	410	197	278	test
Sox2-hU6@23045	851	929	1278	550	376	616	test
Sox2-hU6@23046	9	6	10	6	0	32	test
Sox2-hU6@23047	195	199	538	112	105	240	test
Sox2-hU6@23048	1312	1016	2149	1120	677	821	test
Sox2-hU6@23049	18	1	19	113	6	18	test
Sox2-hU6@23050	309	514	577	252	235	323	test
Sox2-hU6@23051	438	650	987	525	197	445	test
Sox2-hU6@23052	326	195	331	112	151	436	test
Sox2-hU6@23053	14	20	38	25	11	5	test
Sox2-hU6@23054	311	186	113	89	184	37	test
Sox2-hU6@23140	208	139	388	93	65	175	test
Sox2-hU6@23141	463	467	457	232	289	330	test
Sox2-hU6@23142	338	241	355	106	186	133	test
Sox2-hU6@23143	685	421	1132	655	347	733	test
Sox2-hU6@23144	119	60	160	83	24	22	test
Sox2-hU6@23145	236	491	391	403	169	257	test
Sox2-hU6@23146	429	456	359	241	126	387	test
Sox2-hU6@23147	448	220	483	189	242	251	test
Sox2-hU6@23148	252	379	348	267	122	252	test
Sox2-hU6@23149	44	102	204	112	89	168	test
Sox2-hU6@23150	368	415	475	180	239	465	test
Sox2-hU6@23151	700	624	1015	414	244	813	test
Sox2-hU6@23152	218	156	173	350	73	182	test
Sox2-hU6@23153	652	759	1227	635	433	508	test
Sox2-hU6@23154	518	339	433	198	208	346	test
Sox2-hU6@23155	304	515	481	220	317	534	test
Sox2-hU6@23156	659	542	829	368	363	327	test
Sox2-hU6@23157	227	158	437	495	213	204	test
Sox2-hU6@23158	293	160	260	78	191	146	test
Sox2-hU6@23159	148	209	254	126	159	106	test
Sox2-hU6@23160	59	32	47	100	30	43	test
Sox2-hU6@23161	386	181	438	314	150	212	test
Sox2-hU6@23162	381	293	552	195	178	299	test
Sox2-hU6@23163	239	406	408	182	63	119	test
Sox2-hU6@23164	259	478	484	218	224	293	test
Sox2-hU6@23165	183	143	260	80	93	78	test
Sox2-hU6@23166	333	389	454	166	184	219	test
Sox2-hU6@23167	114	204	175	167	20	123	test
Sox2-hU6@23168	121	354	393	171	126	302	test
Sox2-hU6@23169	342	433	500	198	231	434	test
Sox2-hU6@23170	262	297	339	172	90	144	test
Sox2-hU6@23171	411	449	522	315	343	281	test
Sox2-hU6@23172	243	307	656	208	64	358	test
Sox2-hU6@23173	38	24	41	19	19	34	test
Sox2-hU6@23174	354	395	547	259	271	438	test
Sox2-hU6@23175	402	536	935	454	193	552	test
Sox2-hU6@23176	155	46	466	56	85	99	test
Sox2-hU6@23177	2	1	10	10	15	6	test
Sox2-hU6@23178	1	27	196	29	3	20	test
Sox2-hU6@23179	49	62	58	65	0	26	test
Sox2-hU6@23180	65	60	46	28	4	42	test
Sox2-hU6@23181	55	30	20	32	1	17	test
Sox2-hU6@23182	80	191	389	120	65	207	test
Sox2-hU6@23183	312	236	831	352	129	332	test
Sox2-hU6@23184	348	260	338	522	179	124	test
Sox2-hU6@23185	411	271	787	297	115	293	test
Sox2-hU6@23186	0	26	64	45	73	14	test
Sox2-hU6@23187	327	278	718	328	107	428	test
Sox2-hU6@23188	27	8	18	6	9	23	test
Sox2-hU6@23189	98	135	200	67	17	99	test
Sox2-hU6@23231	347	369	547	253	72	214	test
Sox2-hU6@23232	508	521	481	364	256	357	test
Sox2-hU6@23233	103	74	184	44	72	45	test
Sox2-hU6@23234	154	150	183	38	30	108	test
Sox2-hU6@23235	66	49	198	63	30	125	test
Sox2-hU6@23236	402	748	867	423	385	659	test
Sox2-hU6@23237	639	1443	943	1207	397	1804	test
Sox2-hU6@23238	529	761	939	478	407	751	test
Sox2-hU6@23239	592	1010	1008	888	197	1085	test
Sox2-hU6@23240	289	350	590	832	198	397	test
Sox2-hU6@23241	239	410	411	263	280	443	test
Sox2-hU6@23242	79	133	184	111	52	64	test
Sox2-hU6@23243	179	311	695	180	151	168	test
Sox2-hU6@23244	84	102	87	45	44	33	test
Sox2-hU6@23245	105	136	155	136	40	50	test
Sox2-hU6@23246	557	508	654	330	230	335	test
Sox2-hU6@23247	213	167	212	135	85	132	test
Sox2-hU6@23248	1212	1268	2119	969	755	1459	test
Sox2-hU6@23249	99	175	268	143	97	115	test
Sox2-hU6@23250	65	77	69	22	22	52	test
Sox2-hU6@23251	681	908	1083	567	348	742	test
Sox2-hU6@23252	173	225	316	145	74	160	test
Sox2-hU6@23253	313	472	344	161	93	397	test
Sox2-hU6@23254	169	272	256	160	55	160	test
Sox2-hU6@23255	28	96	29	61	15	50	test
Sox2-hU6@23256	304	368	375	296	189	167	test
Sox2-hU6@23257	330	267	488	68	209	222	test
Sox2-hU6@23258	589	656	725	315	681	961	test
Sox2-hU6@23797	23	63	75	40	53	65	test
Sox2-hU6@23798	404	473	665	1241	142	483	test
Sox2-hU6@23799	346	997	778	416	389	396	test
Sox2-hU6@23800	186	360	226	38	156	214	test
Sox2-hU6@23801	170	333	167	109	129	346	test
Sox2-hU6@23802	384	435	622	253	225	284	test
Sox2-hU6@23803	159	174	246	136	66	75	test
Sox2-hU6@23804	435	672	723	266	323	467	test
Sox2-hU6@23805	240	251	264	214	72	104	test
Sox2-hU6@23806	480	503	878	346	325	516	test
Sox2-hU6@23807	672	829	672	374	418	456	test
Sox2-hU6@23808	131	235	289	177	119	43	test
Sox2-hU6@23809	176	160	414	132	67	203	test
Sox2-hU6@23810	0	8	17	4	0	28	test
Sox2-hU6@23811	88	403	220	292	102	86	test
Sox2-hU6@23812	335	611	888	203	106	379	test
Sox2-hU6@23813	223	296	412	302	66	338	test
Sox2-hU6@23814	366	241	530	170	96	183	test
Sox2-hU6@23815	306	335	503	250	99	267	test
Sox2-hU6@23816	155	175	311	155	58	178	test
Sox2-hU6@23817	423	703	622	377	191	434	test
Sox2-hU6@23818	34	111	121	32	17	30	test
Sox2-hU6@23819	671	608	803	260	232	408	test
Sox2-hU6@23820	212	172	237	138	44	154	test
Sox2-hU6@23821	134	94	132	54	64	61	test
Sox2-hU6@23822	170	259	326	196	81	172	test
Sox2-hU6@23823	162	410	495	412	163	225	test
Sox2-hU6@23824	153	85	247	100	65	125	test
Sox2-hU6@23825	463	456	771	535	323	407	test
Sox2-hU6@23826	349	543	600	430	185	646	test
Sox2-hU6@23827	438	615	404	289	125	373	test
Sox2-hU6@23828	351	202	383	149	224	476	test
Sox2-hU6@23829	206	140	245	80	187	130	test
Sox2-hU6@23830	336	290	323	203	117	415	test
Sox2-hU6@23831	574	481	713	317	346	373	test
Sox2-hU6@23832	125	208	215	408	99	279	test
Sox2-hU6@23833	52	66	145	61	19	59	test
Sox2-hU6@23834	252	503	308	122	65	254	test
Sox2-hU6@23835	10	6	31	12	0	1	test
Sox2-hU6@23836	50	21	54	12	73	45	test
Sox2-hU6@24327	178	91	133	145	36	108	test
Sox2-hU6@24328	577	399	805	364	331	324	test
Sox2-hU6@24329	705	590	1109	591	672	689	test
Sox2-hU6@24504	1527	1839	2401	1551	736	2066	test
Sox2-hU6@24505	196	199	325	93	307	200	test
Sox2-hU6@24506	56	45	84	19	28	180	test
Sox2-hU6@24507	305	163	402	90	108	147	test
Sox2-hU6@24508	410	694	946	712	245	794	test
Sox2-hU6@24509	224	351	362	212	48	170	test
Sox2-hU6@24510	964	1010	1581	504	402	859	test
Sox2-hU6@24511	312	288	336	200	170	316	test
Sox2-hU6@24512	661	816	879	466	323	1159	test
Sox2-hU6@24513	612	734	1055	428	261	389	test
Sox2-hU6@24514	1281	1250	1251	847	431	966	test
Sox2-hU6@24515	616	820	1018	725	189	493	test
Sox2-hU6@24516	483	489	723	275	195	659	test
Sox2-hU6@24517	489	470	947	185	282	382	test
Sox2-hU6@24518	102	48	179	80	125	96	test
Sox2-hU6@24519	634	752	811	342	302	645	test
Sox2-hU6@24520	332	219	351	110	73	186	test
Sox2-hU6@24521	68	55	31	2	0	58	test
Sox2-hU6@24522	757	996	1726	740	642	879	test
Sox2-hU6@24523	205	408	355	219	200	153	test
Sox2-hU6@24524	524	890	917	457	218	764	test
Sox2-hU6@24573	463	437	681	397	184	306	test
Sox2-hU6@24574	703	402	949	576	481	433	test
Sox2-hU6@24575	565	917	1269	586	288	697	test
Sox2-hU6@24576	57	97	142	5	27	46	test
Sox2-hU6@24577	51	173	151	65	77	89	test
Sox2-hU6@24578	273	288	453	216	203	325	test
Sox2-hU6@24579	319	320	353	224	181	251	test
Sox2-hU6@24580	98	100	95	39	62	241	test
Sox2-hU6@24581	626	658	764	657	495	503	test
Sox2-hU6@24582	871	1595	1370	735	526	1068	test
Sox2-hU6@24583	61	33	190	54	18	66	test
Sox2-hU6@24584	225	441	691	369	145	349	test
Sox2-hU6@24585	157	432	167	303	63	210	test
Sox2-hU6@24586	274	205	345	233	109	145	test
Sox2-hU6@24587	246	276	371	163	256	179	test
Sox2-hU6@24636	182	195	306	50	210	186	test
Sox2-hU6@24637	319	626	690	216	255	230	test
Sox2-hU6@24638	514	548	481	603	157	410	test
Sox2-hU6@24639	28	373	47	26	12	120	test
Sox2-hU6@24640	108	358	141	52	21	168	test
Sox2-hU6@24641	539	616	1015	531	261	1323	test
Sox2-hU6@24642	185	178	438	443	202	338	test
Sox2-hU6@24643	96	121	102	42	57	80	test
Sox2-hU6@24644	252	365	497	231	203	302	test
Sox2-hU6@24645	291	378	725	428	223	287	test
Sox2-hU6@24646	539	551	842	409	331	492	test
Sox2-hU6@24647	970	873	1202	505	464	710	test
Sox2-hU6@24648	37	43	54	53	13	19	test
Sox2-hU6@24649	239	302	279	43	123	326	test
Sox2-hU6@24650	664	599	468	777	418	645	test
Sox2-hU6@24651	554	450	936	289	366	559	test
Sox2-hU6@24652	439	405	909	617	220	297	test
Sox2-hU6@24653	652	816	1025	403	474	672	test
Sox2-hU6@24654	297	179	250	135	85	203	test
Sox2-hU6@24655	487	762	536	483	311	663	test
Sox2-hU6@24656	186	136	256	199	148	135	test
Sox2-hU6@24657	629	513	1691	422	171	395	test
Sox2-hU6@24658	309	334	615	191	622	487	test
Sox2-hU6@24659	263	185	513	147	53	110	test
Sox2-hU6@24660	239	303	378	523	10	226	test
Sox2-hU6@24661	66	28	53	8	32	9	test
Sox2-hU6@24662	372	503	622	220	309	373	test
Sox2-hU6@24663	480	337	572	443	304	375	test
Sox2-hU6@24664	1036	1896	1431	671	513	872	test
Sox2-hU6@24665	379	332	589	249	199	452	test
Sox2-hU6@24666	99	242	127	56	11	49	test
Sox2-hU6@24667	203	432	238	230	110	394	test
Sox2-hU6@24668	686	686	1152	564	335	813	test
Sox2-hU6@24669	17	21	12	14	0	111	test
Sox2-hU6@24670	6	55	44	24	8	6	test
Sox2-hU6@24671	52	124	100	61	39	65	test
Sox2-hU6@24672	597	695	632	671	393	682	test
Sox2-hU6@24673	370	440	705	250	298	379	test
Sox2-hU6@24999	47	24	103	182	71	41	test
Sox2-hU6@25000	583	598	739	418	419	530	test
Sox2-hU6@25001	36	24	34	39	7	10	test
Sox2-hU6@25002	324	494	524	266	199	228	test
Sox2-hU6@25003	374	377	520	525	200	498	test
Sox2-hU6@25004	664	796	1125	672	270	639	test
Sox2-hU6@25005	602	417	619	749	436	273	test
Sox2-hU6@25006	404	355	799	242	163	330	test
Sox2-hU6@25007	47	298	189	184	52	63	test
Sox2-hU6@25008	134	207	368	174	91	187	test
Sox2-hU6@25009	356	320	369	166	268	498	test
Sox2-hU6@25010	64	95	57	48	52	523	test
Sox2-hU6@25011	236	152	209	175	164	354	test
Sox2-hU6@25012	1218	1935	2176	1204	601	1401	test
Sox2-hU6@25013	337	334	369	324	237	317	test
Sox2-hU6@25014	257	176	293	172	171	350	test
Sox2-hU6@25015	155	104	189	69	128	168	test
Sox2-hU6@25016	253	253	435	154	170	143	test
Sox2-hU6@25017	406	504	464	304	186	486	test
Sox2-hU6@25018	20	13	12	15	20	16	test
Sox2-hU6@25019	361	339	447	304	99	448	test
Sox2-hU6@25020	618	496	606	250	189	391	test
Sox2-hU6@25021	37	13	39	23	12	51	test
Sox2-hU6@25022	198	169	266	85	119	153	test
Sox2-hU6@25023	324	340	365	217	130	174	test
Sox2-hU6@25024	315	958	487	177	168	293	test
Sox2-hU6@25025	120	55	74	89	5	76	test
Sox2-hU6@25026	828	848	977	644	375	535	test
Sox2-hU6@25027	223	185	373	365	122	209	test
Sox2-hU6@25028	434	471	785	280	243	495	test
Sox2-hU6@25029	294	267	591	229	253	261	test
Sox2-hU6@25030	152	466	419	117	41	380	test
Sox2-hU6@25031	274	716	472	242	384	448	test
Sox2-hU6@25032	114	23	144	107	97	99	test
Sox2-hU6@25033	690	912	786	462	289	656	test
Sox2-hU6@25034	354	592	558	347	288	517	test
Sox2-hU6@25035	242	404	536	417	161	425	test
Sox2-hU6@25036	228	273	431	170	175	198	test
Sox2-hU6@25037	286	264	514	152	150	191	test
Sox2-hU6@25038	70	72	131	92	19	99	test
Sox2-hU6@25039	24	9	37	18	4	22	test
Sox2-hU6@25040	333	458	429	172	238	538	test
Sox2-hU6@25041	141	215	343	345	242	219	test
Sox2-hU6@25042	171	201	118	55	74	438	test
Sox2-hU6@25043	229	330	336	132	102	249	test
Sox2-hU6@25044	87	126	142	48	85	102	test
Sox2-hU6@25045	141	91	113	180	60	135	test
Sox2-hU6@25046	229	234	251	201	83	142	test
Sox2-hU6@25047	106	263	328	50	158	305	test
Sox2-hU6@25048	260	281	359	166	224	257	test
Sox2-hU6@25049	5	9	16	20	1	1	test
Sox2-hU6@25050	221	376	370	321	135	315	test
Sox2-hU6@25051	306	411	267	266	161	373	test
Sox2-hU6@25052	91	373	190	76	123	235	test
Sox2-hU6@25053	44	72	119	94	19	56	test
Sox2-hU6@25054	11	31	81	8	0	22	test
Sox2-hU6@25055	51	189	141	47	43	93	test
Sox2-hU6@25056	152	270	279	835	82	269	test
Sox2-hU6@25057	47	83	180	99	49	263	test
Sox2-hU6@25058	78	199	74	37	64	84	test
Sox2-hU6@25059	192	285	304	410	123	270	test
Sox2-hU6@25060	172	54	222	144	73	163	test
Sox2-hU6@25061	518	1066	1012	418	529	840	test
Sox2-hU6@25062	72	53	97	72	70	38	test
Sox2-hU6@25063	317	856	667	186	206	588	test
Sox2-hU6@25064	28	23	40	14	31	124	test
Sox2-hU6@25065	1	16	0	18	25	1	test
Sox2-hU6@25066	0	1	0	3	4	1	test
Sox2-hU6@25067	235	147	230	94	70	54	test
Sox2-hU6@25068	21	22	52	19	34	7	test
Sox2-hU6@25069	593	449	680	444	181	446	test
Sox2-hU6@25070	128	182	76	58	134	135	test
Sox2-hU6@25071	206	214	341	178	117	245	test
Sox2-hU6@25072	37	82	101	27	31	29	test
Sox2-hU6@25073	419	616	734	451	403	450	test
Sox2-hU6@25074	138	139	203	37	88	194	test
Sox2-hU6@25075	181	142	243	140	102	217	test
Sox2-hU6@25076	209	296	336	275	52	313	test
Sox2-hU6@25077	168	433	331	226	88	500	test
Sox2-hU6@25078	352	547	883	214	610	566	test
Sox2-hU6@25079	56	105	220	111	66	56	test
Sox2-hU6@25080	1661	1339	2038	1164	1049	1580	test
Sox2-hU6@25081	247	353	300	114	107	182	test
Sox2-hU6@25082	22	46	68	16	14	26	test
Sox2-hU6@25083	645	1104	1048	586	652	710	test
Sox2-hU6@25084	22	4	39	8	13	5	test
Sox2-hU6@25085	351	142	405	326	179	183	test
Sox2-hU6@25086	123	56	87	45	36	61	test
Sox2-hU6@25087	649	758	1067	799	389	860	test
Sox2-hU6@25088	68	75	66	46	147	20	test
Sox2-hU6@25089	77	59	163	16	55	80	test
Sox2-hU6@25090	340	333	524	306	245	632	test
Sox2-hU6@25091	599	772	1421	477	500	445	test
Sox2-hU6@25092	134	209	326	90	80	105	test
Sox2-hU6@25093	365	208	457	143	175	197	test
Sox2-hU6@25094	667	668	927	662	606	795	test
Sox2-hU6@25095	174	257	236	98	70	78	test
Sox2-hU6@25096	283	518	500	133	176	279	test
Sox2-hU6@25097	301	283	632	209	200	448	test
Sox2-hU6@25098	193	267	330	118	165	214	test
Sox2-hU6@25099	1085	1357	1405	713	460	1034	test
Sox2-hU6@25100	118	300	514	103	165	243	test
Sox2-hU6@25101	3	21	7	0	1	19	test
Sox2-hU6@25102	443	365	508	262	150	868	test
Sox2-hU6@25103	70	148	66	285	27	240	test
Sox2-hU6@25104	155	243	311	100	100	152	test
Sox2-hU6@25105	490	523	800	281	225	983	test
Sox2-hU6@25106	374	544	756	298	221	513	test
Sox2-hU6@25107	309	413	755	297	249	424	test
Sox2-hU6@25108	324	442	668	333	395	294	test
Sox2-hU6@25109	300	290	674	226	124	705	test
Sox2-hU6@25110	523	472	361	122	149	446	test
Sox2-hU6@25111	179	162	216	104	190	120	test
Sox2-hU6@25112	54	56	47	59	31	173	test
Sox2-hU6@25113	373	305	872	179	176	334	test
Sox2-hU6@25436	18	91	76	17	27	13	test
Sox2-hU6@25437	864	802	1217	681	395	520	test
Sox2-hU6@25438	127	272	300	190	148	270	test
Sox2-hU6@25439	37	48	41	12	20	5	test
Sox2-hU6@25440	448	394	497	148	99	317	test
Sox2-hU6@25441	236	243	296	125	91	100	test
Sox2-hU6@25442	186	275	708	184	239	296	test
Sox2-hU6@25443	24	5	81	25	0	27	test
Sox2-hU6@25444	20	80	105	71	41	72	test
Sox2-hU6@25445	36	36	10	4	11	25	test
Sox2-hU6@25446	276	315	284	106	214	228	test
Sox2-hU6@25447	57	18	52	11	0	7	test
Sox2-hU6@25448	40	60	20	104	14	6	test
Sox2-hU6@25449	139	172	171	127	52	111	test
Sox2-hU6@25450	133	141	350	52	78	135	test
Sox2-hU6@25451	551	564	739	220	177	178	test
Sox2-hU6@25452	320	347	690	277	124	451	test
Sox2-hU6@25453	779	826	1151	838	522	568	test
Sox2-hU6@25454	174	100	82	34	38	66	test
Sox2-hU6@25455	276	588	602	415	255	442	test
Sox2-hU6@25456	339	291	618	283	327	270	test
Sox2-hU6@25457	209	312	684	196	100	254	test
Sox2-hU6@25458	281	320	380	202	201	293	test
Sox2-hU6@25459	21	19	53	39	4	12	test
Sox2-hU6@25460	54	6	8	26	43	25	test
Sox2-hU6@25461	461	736	592	296	447	267	test
Sox2-hU6@25462	92	120	147	98	103	60	test
Sox2-hU6@25463	242	277	273	133	123	324	test
Sox2-hU6@25464	127	139	223	70	85	80	test
Sox2-hU6@25465	97	219	191	92	47	77	test
Sox2-hU6@25466	528	748	899	305	210	293	test
Sox2-hU6@25467	270	297	408	202	169	472	test
Sox2-hU6@25468	144	165	225	113	57	302	test
Sox2-hU6@25469	195	410	413	207	154	316	test
Sox2-hU6@25470	17	58	34	6	4	58	test
Sox2-hU6@25471	224	274	342	282	297	299	test
Sox2-hU6@25472	389	662	949	309	377	433	test
Sox2-hU6@25473	343	421	381	488	202	136	test
Sox2-hU6@25474	616	691	1153	527	444	803	test
Sox2-hU6@25475	798	957	1097	384	348	511	test
Sox2-hU6@25476	82	202	126	55	32	244	test
Sox2-hU6@25477	744	980	1307	760	356	854	test
Sox2-hU6@25478	495	188	261	282	186	442	test
Sox2-hU6@25479	699	1121	711	364	320	413	test
Sox2-hU6@25480	259	269	372	200	165	422	test
Sox2-hU6@25481	265	429	453	278	248	442	test
Sox2-hU6@25482	355	444	777	325	170	258	test
Sox2-hU6@25483	163	191	269	259	136	113	test
Sox2-hU6@25484	54	7	128	231	40	81	test
Sox2-hU6@25485	446	448	1011	496	240	476	test
Sox2-hU6@25486	82	79	64	35	40	26	test
Sox2-hU6@25487	306	393	302	153	146	265	test
Sox2-hU6@25488	54	6	14	11	14	10	test
Sox2-hU6@25489	61	130	88	243	27	197	test
Sox2-hU6@25490	875	1377	888	807	335	1000	test
Sox2-hU6@25491	974	1601	1678	1076	517	643	test
Sox2-hU6@25492	1044	1498	1965	3771	392	1153	test
Sox2-hU6@25493	252	232	294	293	124	292	test
Sox2-hU6@25494	485	442	362	375	402	205	test
Sox2-hU6@25495	131	298	323	81	103	105	test
Sox2-hU6@25496	528	468	741	191	283	256	test
Sox2-hU6@25497	172	176	122	87	99	326	test
Sox2-hU6@25498	13	26	26	3	10	13	test
Sox2-hU6@25499	22	65	116	14	0	22	test
Sox2-hU6@25500	1422	1709	1970	1210	803	1446	test
Sox2-hU6@25501	343	571	715	505	436	364	test
Sox2-hU6@25502	125	148	176	100	96	222	test
Sox2-hU6@25503	333	303	565	217	201	306	test
Sox2-hU6@25504	99	125	52	156	56	55	test
Sox2-hU6@25505	35	235	111	92	14	48	test
Sox2-hU6@25506	779	1036	1463	627	435	829	test
Sox2-hU6@25507	46	69	37	75	18	64	test
Sox2-hU6@25508	507	679	812	455	244	514	test
Sox2-hU6@25509	1233	1118	1671	1023	443	759	test
Sox2-hU6@25510	77	110	96	19	24	61	test
Sox2-hU6@25511	210	300	178	260	86	325	test
Sox2-hU6@25536	167	157	139	184	89	194	test
Sox2-hU6@25537	81	167	172	100	112	177	test
Sox2-hU6@25538	181	198	92	87	159	129	test
Sox2-hU6@25539	411	504	444	411	150	762	test
Sox2-hU6@25540	299	222	389	99	196	282	test
Sox2-hU6@25541	360	296	202	147	192	130	test
Sox2-hU6@25542	80	14	202	64	28	16	test
Sox2-hU6@25543	124	107	103	50	100	71	test
Sox2-hU6@25544	161	162	443	150	128	229	test
Sox2-hU6@25545	220	590	271	91	299	662	test
Sox2-hU6@25546	52	22	53	137	13	26	test
Sox2-hU6@25547	13	0	0	89	3	23	test
Sox2-hU6@25548	28	72	12	11	28	64	test
Sox2-hU6@25549	11	119	22	135	32	86	test
Sox2-hU6@25550	50	74	28	10	24	21	test
Sox2-hU6@25551	40	69	29	36	2	38	test
Sox2-hU6@25552	54	90	183	76	85	146	test
Sox2-hU6@25553	62	59	68	57	29	43	test
Sox2-hU6@25554	268	416	427	248	194	254	test
Sox2-hU6@25555	640	1076	1093	778	324	1144	test
Sox2-hU6@25556	955	1246	1063	714	192	572	test
Sox2-hU6@25557	636	565	926	331	283	474	test
Sox2-hU6@25558	244	222	341	163	143	206	test
Sox2-hU6@25559	842	688	878	406	285	936	test
Sox2-hU6@25560	37	15	60	105	4	18	test
Sox2-hU6@25561	187	259	312	136	178	267	test
Sox2-hU6@25562	249	205	337	209	111	164	test
Sox2-hU6@25563	70	82	58	56	31	46	test
Sox2-hU6@25564	428	232	478	547	210	309	test
Sox2-hU6@25565	32	54	67	13	13	43	test
Sox2-hU6@25566	563	1056	685	534	634	797	test
Sox2-hU6@25567	353	261	627	516	187	740	test
Sox2-hU6@25568	404	340	671	391	320	468	test
Sox2-hU6@25569	546	497	711	1098	181	466	test
Sox2-hU6@25570	518	402	447	644	219	358	test
Sox2-hU6@25571	355	369	627	621	190	1067	test
Sox2-hU6@25572	191	144	151	172	94	131	test
Sox2-hU6@25652	574	575	1035	580	463	579	test
Sox2-hU6@25653	201	132	188	114	86	101	test
Sox2-hU6@25654	249	382	456	141	126	430	test
Sox2-hU6@25655	140	988	301	106	95	147	test
Sox2-hU6@25656	418	374	660	344	429	235	test
Sox2-hU6@25657	163	233	311	319	32	1088	test
Sox2-hU6@25658	244	316	256	203	115	190	test
Sox2-hU6@25659	6	10	16	24	43	26	test
Sox2-hU6@25660	88	132	95	156	65	91	test
Sox2-hU6@25661	495	437	716	586	394	613	test
Sox2-hU6@25662	228	214	459	221	159	333	test
Sox2-hU6@25663	732	1015	1706	1411	363	661	test
Sox2-hU6@25664	165	291	205	109	76	178	test
Sox2-hU6@25665	60	14	16	7	2	28	test
Sox2-hU6@25666	4	0	7	0	0	0	test
Sox2-hU6@25667	102	160	40	28	20	156	test
Sox2-hU6@25668	0	0	3	0	0	0	test
Sox2-hU6@25669	309	191	346	286	197	323	test
Sox2-hU6@25670	13	3	18	13	0	11	test
Sox2-hU6@25671	94	152	47	55	100	124	test
Sox2-hU6@25672	92	162	233	144	30	113	test
Sox2-hU6@25673	97	273	156	105	55	1006	test
Sox2-hU6@25674	91	107	52	77	103	201	test
Sox2-hU6@25675	199	65	111	58	98	75	test
Sox2-hU6@25676	545	679	638	387	176	530	test
Sox2-hU6@25677	202	207	320	262	73	126	test
