gRNA	XR029	XR030	XR031	XR032	XR033	XR034	XR035	XR036	XR037	XR038	XR039	group
SIN3A@02385	4262	2938	1409	1388	1551	4723	7235	1125	827	3980	1982	test
SIN3A@02386	3750	7046	275	118	115	2348	5031	1528	1344	16572	1183	test
SIN3A@02387	2321	2249	683	724	913	2330	2545	864	1073	1586	1650	test
SIN3A@02388	1970	1541	378	495	499	1651	2334	960	989	10082	418	test
SIN3A@02389	1995	3907	570	79	114	1902	1172	239	579	3106	341	test
SIN3A@02390	2426	2853	279	80	81	1115	4816	703	306	5032	2690	test
SIN3A@02391	3479	4161	819	904	985	3491	2323	1310	621	4965	501	test
SIN3A@02392	4542	2934	1194	1285	1588	5085	5822	1824	284	3984	467	test
SIN3A@02393	3171	2062	1040	985	1188	2373	1798	588	490	4074	339	test
SIN3A@02394	1026	1501	74	55	57	678	1712	838	95	186	1054	test
SIN3A@02395	1255	2295	318	145	147	2071	3117	165	937	2670	755	test
SIN3A@02396	4142	3985	1053	1093	1201	2527	3698	724	470	3683	518	test
SIN3A@02397	4205	3325	1133	1186	1311	5279	1709	1225	2677	5884	992	test
SIN3A@02398	3845	2219	1285	1329	1653	4558	2694	1998	608	693	846	test
SIN3A@02399	5348	5882	1397	1056	1195	2580	3360	516	1832	8265	1391	test
SIN3A@02400	216	848	137	14	18	513	368	640	1450	1355	33	test
SIN3A@02401	627	1714	153	49	67	284	382	1102	706	6470	1098	test
SIN3A@02402	2439	3266	910	732	943	2754	1151	49	857	1062	564	test
SIN3A@02403	1709	2072	268	116	192	415	3080	443	694	3674	1631	test
SIN3A@02404	2465	3194	204	147	212	710	3616	2528	2312	2632	1085	test
SIN3A@02405	2093	2518	844	113	91	1243	2490	1645	1104	1166	888	test
SIN3A@02406	3442	7507	692	129	222	2353	2733	1625	2699	9120	1745	test
SIN3A@02407	2906	3788	976	943	992	3661	4710	1324	3881	6513	2306	test
SIN3A@02408	2499	1773	307	313	413	2335	2235	1278	163	5186	1013	test
SIN3A@02409	553	377	96	9	22	1054	2894	937	293	177	415	test
SIN3A@02410	2169	2701	393	352	438	1870	4602	1799	2740	5251	2029	test
SIN3A@02411	1674	4530	194	133	20	736	2604	1228	2854	3687	1624	test
SIN3A@02412	7923	5711	2003	2248	2683	5587	2944	1919	3598	12756	1983	test
SIN3A@02413	8252	4274	2489	2495	2879	7139	8226	1606	512	4155	1388	test
SIN3A@02414	2183	6556	289	84	77	2278	3674	1368	588	9399	1822	test
SIN3A@02415	2984	2004	866	1064	1285	2400	4890	1235	962	3082	392	test
SIN3A@02416	3956	4060	997	923	1072	3218	3447	680	899	1915	553	test
SIN3A@02417	3532	5438	782	961	1053	4087	6073	2528	3172	1528	2533	test
SIN3A@02418	5133	4346	1288	1193	1359	6783	4997	2565	3362	8521	1352	test
SIN3A@02419	4679	3692	717	848	943	2868	3761	854	850	4149	2279	test
SIN3A@02420	5645	2180	1086	1278	1397	3597	1879	1668	972	3597	1520	test
SIN3A@02421	1348	1219	24	21	73	129	3442	708	222	621	1083	test
SIN3A@02422	2263	1738	257	62	225	3592	5584	436	1537	3016	1492	test
SIN3A@02423	2487	3352	1304	305	266	5217	7704	2302	1493	11867	3289	test
SIN3A@02424	1195	1014	413	23	31	1071	3634	399	1194	167	429	test
SIN3A@02425	762	595	16	10	18	1034	1731	711	281	3920	1074	test
SIN3A@02426	15109	4308	5397	5478	6358	13648	11750	876	3095	9984	2435	test
SIN3A@02427	2989	5308	1242	163	40	4042	3778	1421	773	4085	2207	test
SIN3A@02428	1952	2847	372	8	36	782	1442	862	205	104	337	test
SIN3A@02429	4540	6016	842	521	523	3258	2577	516	622	2669	1866	test
SIN3A@02430	2837	1336	373	158	85	2149	2543	3264	1303	3736	2060	test
SIN3A@02431	6151	2391	1676	2065	2497	4588	4570	636	690	4028	981	test
SIN3A@02432	4647	1825	874	269	232	2845	3362	661	475	1279	992	test
SIN3A@02433	8049	5924	1968	2248	2385	5834	3958	1167	4194	3086	1743	test
SIN3A@02434	1175	964	561	323	525	1173	1003	1012	769	281	631	test
SIN3A@02435	7513	2552	2000	2054	2471	5581	3819	362	835	2030	878	test
SIN3A@02436	2009	1639	127	90	197	820	6920	2006	1589	6780	1899	test
SIN3A@02437	645	37	132	5	0	515	2546	411	440	3204	548	test
SIN3A@02438	3371	4443	892	939	1028	5606	4312	3601	1488	1484	2064	test
SIN3A@02439	2312	686	631	342	396	1213	374	1671	1039	6535	828	test
SIN3A@02440	1285	390	36	25	30	1719	915	568	786	1619	577	test
SIN3A@02441	1806	2125	263	318	316	2185	4984	1394	1813	13477	1539	test
SIN3A@02442	7489	4084	1874	2199	2809	6507	4168	1482	745	4246	1188	test
SIN3A@02443	2513	588	903	1139	1292	2997	2560	171	345	435	73	test
SIN3A@02444	598	801	128	55	66	1657	1322	606	221	3835	552	test
SIN3A@02445	4806	3268	1059	1068	1443	4844	4478	1060	3075	12203	643	test
SIN3A@02446	5084	5460	1327	1236	1712	4889	2083	4030	5167	2510	2771	test
SIN3A@02447	2627	2995	428	432	499	1983	2543	481	650	9245	1125	test
SIN3A@02448	248	437	47	16	84	582	3300	778	643	2939	771	test
SIN3A@02449	2342	2866	1290	1300	1536	2892	3442	410	295	4732	1146	test
SIN3A@02450	342	1024	40	64	80	1407	1320	1854	2657	538	597	test
SIN3A@02451	268	2571	114	2	10	776	797	1552	1568	294	374	test
SIN3A@02452	8284	3633	2303	2921	3258	6431	5878	463	881	1998	1128	test
SIN3A@02453	5533	4114	1472	1045	1217	2707	3934	3115	1800	7171	2166	test
SIN3A@02454	2897	1074	248	75	60	904	932	522	907	5167	1229	test
SIN3A@02455	6603	4141	1780	1817	1814	4187	6164	1546	1980	10109	1178	test
SIN3A@02456	1290	1048	23	24	73	738	1464	426	2129	489	2021	test
SIN3A@02457	105	1053	15	16	24	7	463	5	8	13	99	test
SIN3A@02458	7135	5668	1836	1701	1946	6820	5012	1886	2470	10965	2176	test
SIN3A@02459	2789	3413	471	63	70	709	1376	2376	969	4983	740	test
SIN3A@02460	5142	1788	1794	1797	2042	4063	3014	375	2263	4249	282	test
SIN3A@02461	5708	1756	1462	1814	2200	4891	2021	303	712	3197	867	test
SIN3A@02462	4732	4044	1065	1231	1536	4914	3328	1137	1480	1589	1133	test
SIN3A@02463	3246	1213	1011	963	1188	3787	1874	225	680	3395	1130	test
SIN3A@02464	1560	1139	138	198	115	1856	176	555	197	253	479	test
SIN3A@02465	3263	2711	882	1079	1204	2068	2482	763	425	1540	422	test
SIN3A@02466	3990	3417	1166	1456	1836	3944	4939	867	824	6274	945	test
SIN3A@02467	8082	6880	2857	3079	3565	9901	5070	3102	1761	11976	1176	test
SIN3A@02468	581	355	113	30	32	329	505	125	49	101	261	test
SIN3A@02469	1880	3778	304	64	12	842	3512	632	1632	3007	596	test
SIN3A@02470	1796	2563	74	43	127	2517	6440	3452	1476	1176	1530	test
SIN3A@02471	4318	3605	1186	1288	1739	4503	4641	1157	537	2497	2900	test
SIN3A@02472	2653	4008	592	700	795	2615	1522	141	341	9003	538	test
SIN3A@02473	1988	1387	301	121	69	755	4088	1233	1541	11673	2423	test
SIN3A@02474	9834	8752	2096	1983	2156	5502	7457	3024	1537	7081	2461	test
SIN3A@02475	7882	5964	1950	2221	2577	5587	6475	1356	2805	10608	1613	test
SIN3A@02476	6705	3318	2272	2544	3117	5587	2867	1051	1807	2440	1903	test
SIN3A@02477	1790	2311	212	208	302	1203	1081	207	213	1858	790	test
SIN3A@02478	1081	2449	79	31	36	198	1900	1165	653	2371	265	test
SIN3A@02479	1064	1805	396	98	122	1560	2284	1633	761	474	719	test
SIN3A@02480	5678	4498	1125	1533	1643	4787	4941	2677	4847	6836	2474	test
SIN3A@02481	1293	2462	142	56	139	934	3395	1765	767	3065	678	test
SIN3A@02482	2111	2346	431	463	467	1561	820	440	1415	1963	1808	test
SIN3A@02483	1261	1974	151	36	35	736	2143	228	190	1531	418	test
SIN3A@02484	7975	3833	2448	2832	3753	7788	6856	1476	958	7253	921	test
SIN3A@02485	376	60	9	21	13	552	1306	573	677	146	173	test
SIN3A@02486	2870	1347	736	616	677	1628	2170	257	417	1760	675	test
SIN3A@02487	196	715	159	17	36	989	3433	528	500	129	405	test
SIN3A@02488	3746	2672	386	45	129	2651	4333	1557	1521	5959	1947	test
SIN3A@02489	3545	1626	680	788	985	2577	2930	384	556	644	242	test
SIN3A@02490	3998	1122	846	887	957	2748	2170	873	1035	6020	655	test
SIN3A@02491	3101	3487	1061	1290	1336	4019	2402	1371	1084	5870	1418	test
SIN3A@02492	5458	7846	1022	778	909	4028	3746	390	321	3465	1449	test
SIN3A@02493	2463	4511	347	169	200	3009	6582	4317	2059	11476	2526	test
SIN3A@02494	3027	948	338	195	267	1308	2501	1015	715	4656	645	test
SIN3A@02495	3736	997	702	793	951	2889	1458	72	512	386	641	test
SIN3A@02496	393	1212	118	6	23	74	477	153	24	21	0	test
SIN3A@02497	1773	3613	109	29	5	322	3289	573	716	241	1174	test
SIN3A@02498	3023	4720	853	787	859	4015	1637	332	763	3145	1403	test
SIN3A@02499	942	2181	110	62	61	121	2582	1450	420	3649	829	test
SIN3A@02500	2304	1476	173	123	88	236	1845	107	167	9783	771	test
SIN3A@02501	8285	4461	648	541	726	4597	9204	2271	3767	21087	2956	test
SIN3A@02502	1132	650	258	37	32	660	63	6	391	1496	99	test
SIN3A@02503	3474	2603	898	879	1109	2786	2100	92	1748	684	390	test
SIN3A@02504	2637	6353	532	76	67	2469	3070	400	2453	6617	1023	test
SIN3A@02505	3181	2468	199	21	60	1591	3254	823	561	6825	1664	test
SIN3A@02506	3175	2147	273	43	32	1652	574	751	177	7893	1140	test
SIN3A@02507	6774	7574	1173	1010	1138	6298	7443	4146	2769	3797	2645	test
SIN3A@02508	1176	1025	419	437	447	1368	1828	334	181	5156	1445	test
SIN3A@02509	10386	4689	4072	4105	5133	10395	6589	877	1171	1724	1146	test
SIN3A@02510	3009	2278	868	952	1127	3289	3174	667	2220	2171	212	test
SIN3A@02511	1029	2428	190	73	39	1055	800	256	100	1944	800	test
SIN3A@02512	1631	1355	186	85	61	1693	1246	1040	871	8207	896	test
SIN3A@02513	2574	5401	983	544	656	2354	2217	1866	439	2888	900	test
SIN3A@02514	1280	1827	390	154	135	1690	3492	528	396	3155	285	test
SIN3A@02515	1619	4521	115	28	75	1561	3382	2533	438	14571	1382	test
SIN3A@02516	3678	4513	820	904	1087	3691	4881	2186	3648	933	1221	test
SIN3A@02517	3603	2500	958	1023	1191	2799	3517	963	844	5853	573	test
SIN3A@02518	2468	2378	91	95	18	718	1545	224	638	175	1318	test
SIN3A@02519	2378	5870	209	110	31	1618	5536	1628	1459	3768	2870	test
SIN3A@02520	1223	3289	246	20	24	53	2361	1504	328	3491	981	test
SIN3A@02521	2784	933	413	455	516	1290	905	1089	712	9401	508	test
SIN3A@02522	655	1429	242	46	45	876	1713	21	645	9196	113	test
SIN3A@02523	4571	3419	1600	1609	1964	3874	2150	1330	2098	2272	1051	test
SIN3A@02524	474	2569	36	21	3	331	255	593	731	4002	463	test
SIN3A@02525	418	1816	149	16	4	436	1479	232	305	2818	526	test
SIN3A@02526	5633	2339	1839	1993	2400	4313	3263	1413	589	6531	564	test
SIN3A@02527	1955	4131	637	718	673	1717	4710	2148	1085	10851	836	test
SIN3A@02528	3757	3103	1033	1152	1208	3093	5695	2143	2632	4810	783	test
SIN3A@02529	198	923	135	31	23	745	669	417	19	38	271	test
SIN3A@02530	5975	5800	1476	1649	1718	4513	1301	639	534	1713	843	test
SIN3A@02531	1569	2321	394	149	206	1779	3882	1683	1513	3770	438	test
SIN3A@02532	1382	1992	252	10	52	385	302	1063	536	256	915	test
SIN3A@02533	7203	5139	2488	2767	3069	7076	7383	2074	311	4687	757	test
SIN3A@02534	3794	1929	1358	1567	1851	5155	2040	335	427	7462	1563	test
SIN3A@02535	3504	1517	1208	1566	1870	4580	4188	951	1040	2543	1034	test
SIN3A@02536	1298	1245	402	318	296	2364	2985	986	1158	432	974	test
SIN3A@02537	11027	4389	1223	1397	1630	5939	7495	2609	1172	13728	2563	test
SIN3A@02538	694	2519	113	58	47	163	2172	1939	474	3922	179	test
SIN3A@02539	2473	2374	449	530	542	3451	1986	1277	1570	7422	666	test
SIN3A@02540	12428	4347	3617	4121	5035	11821	10722	1594	2496	35493	2143	test
SIN3A@02541	2338	3616	302	110	90	287	2043	2031	1357	7439	2180	test
SIN3A@02542	1757	3871	120	120	166	520	1116	672	460	363	1100	test
SIN3A@02543	2515	4318	1035	217	321	2717	6554	1236	3073	8850	1525	test
SIN3A@02544	1640	2977	555	130	231	2242	1010	1491	646	2550	1274	test
SIN3A@02545	2363	3471	554	452	485	2543	5195	830	467	5396	1775	test
SIN3A@02546	1536	3742	252	72	195	1968	3767	763	920	9123	2380	test
SIN3A@02547	2418	2325	580	546	715	2076	2127	1569	368	1590	127	test
SIN3A@02548	2365	862	723	862	905	1926	2094	1373	810	9336	684	test
SIN3A@02549	2058	1642	563	254	307	2818	4720	1149	1075	406	1875	test
SIN3A@02550	1088	6401	343	107	172	1311	3778	978	1898	2965	1451	test
SIN3A@02551	1944	2907	921	1033	1164	2258	1693	450	801	3447	1058	test
SIN3A@02552	1492	3744	452	37	80	1236	2796	3210	1260	6929	1428	test
SIN3A@02553	7242	4613	2252	2851	3390	7470	4809	1854	1219	3159	1699	test
SIN3A@02554	1145	2296	89	73	62	2097	2235	706	1274	2895	576	test
SIN3A@02555	6182	4883	1468	875	1111	3465	4105	1328	1626	11879	1319	test
SIN3A@02556	1796	1972	117	78	76	1918	1820	209	36	40	644	test
SIN3A@02557	1026	170	89	121	123	962	104	370	101	135	530	test
SIN3A@02558	1716	3856	830	404	444	976	2103	654	662	24138	1661	test
SIN3A@02559	2284	1977	765	549	590	2757	8428	1202	2173	3103	2013	test
SIN3A@02560	1171	866	651	604	614	1775	2030	249	407	1583	489	test
SIN3A@02561	5263	2762	849	1106	1155	5444	2534	641	1092	5627	2587	test
SIN3A@02562	490	1909	411	40	7	1363	2407	304	750	5327	374	test
SIN3A@02563	38	25	46	5	0	21	338	75	2	11	8	test
SIN3A@02564	4239	3360	825	786	949	2038	2124	830	292	321	321	test
SIN3A@02565	1958	958	230	99	83	2196	2570	286	968	233	1658	test
SIN3A@02566	4203	2684	1892	1672	2009	4495	3287	650	725	6206	237	test
SIN3A@02567	1274	3208	157	105	91	1421	2513	141	280	1661	391	test
SIN3A@02568	1504	4756	510	89	161	4005	3323	1205	1838	7055	1141	test
SIN3A@02569	5107	3092	293	50	22	1880	3979	758	475	11187	1100	test
SIN3A@02570	4408	2971	1248	1073	1322	3231	3567	307	1316	3249	1713	test
SIN3A@02571	2849	1058	88	33	76	445	970	2008	315	314	1622	test
SIN3A@02572	7015	3546	1806	2140	2573	5428	2020	581	1488	6219	706	test
SIN3A@02573	6859	4717	1926	2520	2962	6494	9695	1210	330	2996	2001	test
SIN3A@02574	1526	1954	217	84	32	1417	3109	1829	768	11772	664	test
SIN3A@02575	1481	3359	165	59	171	1160	2867	1578	652	268	1277	test
SIN3A@02576	1780	1578	96	47	90	389	3528	1175	1225	1118	1019	test
SIN3A@02577	5232	2301	1612	1984	2535	4873	1802	231	750	866	273	test
SIN3A@02578	1238	2725	212	38	42	693	1547	1133	164	3007	1022	test
SIN3A@02579	382	65	146	27	61	169	2389	329	355	118	962	test
SIN3A@02580	2564	3986	592	207	244	3685	5815	1704	3126	4048	1011	test
SIN3A@02581	831	1632	272	29	14	2382	1581	928	756	1235	811	test
SIN3A@02582	5909	3778	2063	1996	2379	5627	4713	1577	4805	9066	1953	test
SIN3A@02583	932	1759	48	7	15	749	2709	579	1020	1500	315	test
SIN3A@02584	346	697	42	26	47	490	512	78	1203	1825	431	test
SIN3A@02585	924	632	206	29	30	2194	1806	911	1291	310	738	test
SIN3A@02586	5269	6145	1517	1935	2184	6770	5790	705	1956	6403	2002	test
SIN3A@02587	1026	1458	495	458	558	1341	1683	270	1138	352	178	test
SIN3A@02588	2298	1372	409	346	397	2065	4959	1808	1656	3535	1684	test
SIN3A@02589	1210	4024	176	115	89	1762	1963	493	504	3180	1043	test
SIN3A@02590	5871	4618	2111	2162	2697	5385	4341	874	1576	948	972	test
SIN3A@02591	3279	3562	705	819	878	2811	2746	1367	2804	5697	1476	test
SIN3A@02592	1302	1116	490	460	481	1359	2827	168	464	2632	948	test
SIN3A@02593	1602	938	368	364	399	1505	1856	345	222	214	492	test
SIN3A@02594	9606	5805	2457	2278	2642	9346	7365	3175	2501	12112	2270	test
SIN3A@02595	1598	2555	252	50	55	2907	3635	1737	1829	6939	1041	test
SIN3A@02596	3417	3245	934	871	1019	3246	2963	109	912	2169	1067	test
SIN3A@02597	2663	3022	485	41	107	578	2179	1397	1071	9014	1115	test
SIN3A@02598	12667	6483	3635	4726	5145	11996	9559	1269	2536	13012	2482	test
SIN3A@02599	4302	2532	995	1230	1339	3193	2607	632	398	15050	1500	test
SIN3A@02600	8843	6472	2772	3290	3848	8431	3552	906	1199	7184	1483	test
SIN3A@02601	4501	4370	1318	1461	1549	4428	3667	816	824	1196	1295	test
SIN3A@02602	1221	1906	148	26	39	951	638	213	1014	6332	695	test
SIN3A@02603	6876	3760	2232	2303	2625	7546	4707	2080	1470	5656	580	test
SIN3A@02604	539	986	15	1	1	10	506	433	293	1008	726	test
SIN3A@02605	1653	4393	573	445	480	2201	3408	773	2252	4741	1035	test
SIN3A@02606	266	208	0	0	3	179	0	72	75	27	146	test
SIN3A@02607	3428	1196	805	1072	1109	3726	2879	335	326	6633	715	test
SIN3A@02608	3428	2079	770	705	920	2570	1778	568	1240	2012	1494	test
SIN3A@02609	2027	2639	559	113	283	2830	4528	932	607	3285	1976	test
SIN3A@02610	1044	2225	198	45	57	1175	1187	819	403	5755	1300	test
SIN3A@02611	7302	6626	1954	2316	2795	5840	5682	832	2388	5995	1396	test
SIN3A@02612	2563	3360	313	111	99	1546	5499	1647	2188	7485	1979	test
SIN3A@02613	1954	5216	401	101	168	2854	7926	1067	1367	6344	1633	test
SIN3A@02614	2601	4615	613	195	126	1654	5480	833	453	6759	1280	test
SIN3A@02615	5714	7374	1708	1348	1731	8422	9504	2284	2757	12557	1708	test
SIN3A@02616	5795	2977	1216	1089	1355	3287	4486	910	1722	5548	1004	test
SIN3A@02617	3572	2864	596	556	699	1988	5165	717	862	1461	1006	test
SIN3A@02618	2278	3873	782	850	919	3118	5698	409	354	410	508	test
SIN3A@02619	3323	4189	149	64	61	1702	2760	663	1917	4619	970	test
SIN3A@02620	3350	2363	1179	1316	1488	2970	5697	269	373	5422	751	test
SIN3A@02621	2732	8394	379	234	168	2369	6937	1124	1130	6465	1622	test
SIN3A@02622	1879	2366	924	612	743	3430	2268	1206	941	3219	863	test
SIN3A@02623	1039	3449	568	171	149	708	3295	841	1575	6803	637	test
SIN3A@02624	4393	4843	1640	1958	2309	5151	2341	884	1731	3953	835	test
SIN3A@02625	629	4098	261	72	107	559	1007	376	372	3307	515	test
SIN3A@02626	920	110	97	27	24	204	1449	454	503	1855	174	test
SIN3A@02627	904	984	127	30	89	278	1169	487	351	93	426	test
SIN3A@02628	1436	1386	102	7	34	445	1682	1131	1238	222	1075	test
SIN3A@02629	6644	8093	2039	1645	2252	5720	7886	1721	3266	6464	3871	test
SIN3A@02630	8407	6541	2647	2933	3430	7299	7968	1084	2902	7328	2045	test
SIN3A@02631	12	806	6	7	0	1335	594	238	253	145	622	test
SIN3A@02632	7071	4653	2076	1819	2294	6669	4411	941	2061	7008	450	test
SIN3A@02633	829	1654	164	43	7	375	3090	545	596	8415	788	test
SIN3A@02634	2291	4475	438	115	138	606	5150	1436	961	5795	1728	test
SIN3A@02635	1234	970	283	168	215	1436	2008	3524	931	6204	1304	test
SIN3A@02636	6032	2263	1338	1522	1913	3883	4047	533	646	3906	892	test
SIN3A@02637	3559	3630	988	988	1019	3014	6462	1082	1345	15421	1797	test
SIN3A@02638	1066	2010	101	41	21	1042	876	6	35	32	1171	test
SIN3A@02639	1127	1298	121	24	8	538	320	3	248	2813	552	test
SIN3A@02640	2143	2298	264	82	184	1527	2479	899	933	600	1160	test
SIN3A@02641	1853	2059	370	360	369	1776	2241	40	351	1910	810	test
SIN3A@02642	842	428	19	3	10	356	1673	496	53	7136	895	test
SIN3A@02643	1821	1251	396	283	298	1687	1828	794	704	3844	905	test
SIN3A@02644	2802	3395	722	759	772	2915	3912	199	689	4218	524	test
SIN3A@02645	530	1229	419	66	68	648	1258	356	1220	227	224	test
SIN3A@02646	3659	4462	951	1031	1157	4081	8137	2140	1769	4332	2417	test
SIN3A@02647	1571	3969	392	497	533	3198	1997	1817	992	6202	1099	test
SIN3A@02648	609	457	153	10	13	289	1138	189	307	2430	634	test
SIN3A@02649	6300	4605	2442	2945	3335	6989	5451	911	537	9991	1233	test
SIN3A@02650	1352	2308	152	72	132	1491	4385	676	1099	538	544	test
SIN3A@02651	2044	1381	470	389	439	1587	1387	1510	735	4688	691	test
SIN3A@02652	1653	2357	298	53	62	852	1607	877	800	2253	829	test
SIN3A@02653	9216	3796	3272	3295	3928	9463	4838	1675	1018	5670	2360	test
SIN3A@02654	4834	5509	1113	767	968	4125	5204	1320	1093	11753	2682	test
SIN3A@02655	10008	7856	1617	1228	1337	4575	12757	3271	2855	8840	2411	test
SIN3A@02656	3960	6838	664	473	513	2695	4528	1022	631	9104	2456	test
SIN3A@02657	7783	5241	1109	1396	1468	5669	5831	1439	1872	4830	1882	test
SIN3A@02658	5579	3335	1911	2336	2480	6803	9333	1841	1622	997	816	test
SIN3A@02659	4135	2840	1204	1095	1091	2550	3004	1791	2054	2285	1534	test
SIN3A@02660	3233	4760	1142	1220	1369	3709	2021	1833	215	3686	1680	test
SIN3A@02661	2580	1655	621	595	701	2060	1807	189	1859	6681	178	test
SIN3A@02662	8459	5732	2590	2695	3033	7300	4126	732	1524	5171	545	test
SIN3A@02663	2468	4765	525	526	558	1874	2966	587	586	5603	2146	test
SIN3A@02664	1804	2240	259	83	69	1405	2142	1051	807	7090	1576	test
SIN3A@02665	2232	1332	657	764	789	3418	1552	526	856	331	505	test
SIN3A@02666	3051	6295	104	86	66	3523	4702	1171	1147	3704	2770	test
SIN3A@02667	4127	5124	1019	565	719	4530	6604	1265	1629	9674	2084	test
SIN3A@02668	1968	1375	166	50	34	546	3246	799	494	333	578	test
SIN3A@02669	2000	2370	293	148	176	1030	6085	690	1338	1886	926	test
SIN3A@02670	491	1244	26	8	30	639	620	258	31	807	649	test
SIN3A@02671	4626	3159	1659	1790	2110	4649	1716	1136	798	3431	627	test
SIN3A@02672	3504	1798	854	1009	1168	2801	3106	334	616	2550	996	test
SIN3A@02673	996	2112	62	11	3	470	799	360	20	1838	576	test
SIN3A@02674	2175	3928	392	310	278	1688	1965	1570	819	4663	1470	test
SIN3A@02675	3518	1982	917	904	1198	3224	2264	920	1689	6615	1105	test
SIN3A@02676	1161	2465	902	173	249	748	3152	1115	931	5519	1454	test
SIN3A@02677	625	1771	44	62	2	87	370	216	265	81	215	test
SIN3A@02678	399	1261	146	20	20	438	808	66	154	3440	749	test
SIN3A@02679	2601	2247	618	499	475	2832	3043	1084	557	9454	668	test
SIN3A@02680	4270	3613	1121	1255	1413	4020	2293	2864	1265	3014	1059	test
SIN3A@02681	12863	6144	4210	4984	5904	12857	10266	1400	3327	3667	2031	test
SIN3A@02682	659	1854	48	17	133	1894	1359	1014	1772	1820	198	test
SIN3A@02683	742	526	378	54	32	596	800	1847	347	6991	402	test
SIN3A@02684	9684	2392	3687	4512	5458	11365	8408	612	644	1430	910	test
SIN3A@02685	779	1094	69	38	26	546	2629	941	638	4464	940	test
SIN3A@02686	3255	2371	994	1331	1450	4089	3920	625	228	3413	756	test
SIN3A@02687	2852	2532	417	52	50	1256	1518	943	777	274	637	test
SIN3A@02688	3086	1554	287	300	325	1367	5127	1654	367	6230	2532	test
SIN3A@02689	1077	539	4	8	9	1466	2624	356	44	48	1285	test
SIN3A@02690	2464	5101	642	182	236	2383	602	923	1050	6209	1255	test
SIN3A@02691	5252	3890	1552	1671	1860	5297	5763	274	1866	5208	962	test
SIN3A@02692	3665	3474	1197	1042	1317	3521	5511	3022	1976	15370	1979	test
SIN3A@02693	582	2574	71	18	86	984	2539	435	907	7679	319	test
SIN3A@02694	4406	1151	1535	1882	2145	4020	1996	286	564	6976	1300	test
SIN3A@02695	988	799	429	12	16	106	2369	492	203	143	485	test
SIN3A@02696	1918	3164	588	346	400	2719	1277	1337	1249	7262	716	test
SIN3A@02697	367	270	165	25	81	961	1192	9	287	54	299	test
SIN3A@02698	5869	7843	1368	720	892	3712	3734	1851	1167	1360	1153	test
SIN3A@02699	2	337	110	13	0	1391	424	1	9	2994	1153	test
SIN3A@02700	5738	4060	1531	1688	1927	5301	3755	1898	920	9035	1467	test
SIN3A@02701	3705	2759	334	125	168	2409	4849	935	1282	6008	1912	test
SIN3A@02702	3208	3646	344	370	409	1026	4981	2419	914	1937	1171	test
SIN3A@02703	1655	1010	343	460	461	990	1294	248	77	147	658	test
SIN3A@02704	5101	5610	676	554	660	2657	4926	447	907	5270	1562	test
SIN3A@02705	6598	3607	1892	1596	1790	6455	2313	265	2094	5451	92	test
SIN3A@02706	2147	1999	624	853	991	2185	2713	630	392	369	156	test
SIN3A@02707	978	2039	185	47	79	1841	1930	909	701	3902	1941	test
SIN3A@02708	737	2206	272	361	410	1240	739	303	433	3007	91	test
SIN3A@02709	981	1857	229	128	189	340	2664	1860	2367	770	1431	test
